assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Eysenck Personality Questionnaire	54		EYSENCK46	46. Would you like to go pot-holing	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	positive	586	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK47	47. Would you be put off a job involving quite a bit of danger	brave: invulnerable to fear or intimidation (s)	a2e31d92-9efb-46fc-bc87-32fbd6b7deb2	audacious.s.01	negative	587	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK48	48. Do you prefer to 'sleep on it' before making decisions	deliberate: carefully thought out in advance (s)	79a1e907-1c34-4398-bb25-8a34d62be9cd	deliberate.s.01	positive	588	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK49	49. When people shout at you, do you shout back	aggressive: characteristic of an enemy or one eager to fight (s)	0a8a30a6-6388-436d-9e44-2bfda98e9e0e	aggressive.s.03	positive	589	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK50	50. Do you feel sorry for very shy people	sympathetic: expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward (a)	a001c041-cc16-43e4-95d8-20a48a88d8e0	sympathetic.a.02	positive	590	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK51	51. Are you happy when you are with a cheerful group and sad when the others are glum	empathetic: showing empathy or ready comprehension of others' states (s)	703c9bca-0364-445d-8883-c601b4f116ef	empathic.s.01	positive	591	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK52	52. Do you usually make up your mind quickly	decisive: characterized by decision and firmness (a)	f55c0d4c-80d4-4e56-afa2-426c98c79352	decisive.a.03	positive	592	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK53	53. Can you imagine what it must be like to be very lonely	empathetic: showing empathy or ready comprehension of others' states (s)	703c9bca-0364-445d-8883-c601b4f116ef	empathic.s.01	positive	593	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK54	54. Does it worry you when others are worrying and panicky	empathetic: showing empathy or ready comprehension of others' states (s)	703c9bca-0364-445d-8883-c601b4f116ef	empathic.s.01	positive	594	LONGINT	undefined
Eysenck Personality Questionnaire	54		EYSENCK12	12. Do you think hitch-hiking is too dangerous a way to travel	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	negative	552	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN1	61. I have not lived the right kind of life.	content: the state of being contented with your situation in life (n)	c2993443-be75-473a-8a57-3924adfa86c6	contentedness.n.01	negative	601	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN2	239. I have been disappointed in love.	heartbroken: full of sorrow (s)	fd4f5310-b239-4c37-b4f6-1430bf15a491	brokenhearted.s.01	positive	602	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN3	20. My sex life is satisfactory.	content: the state of being contented with your situation in life (n)	c2993443-be75-473a-8a57-3924adfa86c6	contentedness.n.01	positive	603	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN4	317. I am more sensitive than most other people.	oversensitive: unduly sensitive or thin-skinned (s)	afe98cad-39b3-4481-809f-9e8411682c72	oversensitive.s.01	positive	604	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN5	284. I am sure I am being talked about.	paranoid: suffering from paranoia (s)	7558fe30-58d9-4d14-8b46-738e8afbea7c	paranoid.s.01	positive	605	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN6	501. I usually work things out for myself rather than get someone to show me how.	self-directed: (of persons) free from external control and constraint in e.g. action and judgment (s)	717ceb8a-68f9-458e-9ce3-b328e3be0f5b	autonomous.s.03	positive	606	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	7		GOLDEN7	207. I enjoy many different kinds of play and recreation.	active: (used of verbs (e.g. `to run') and participial adjectives (e.g. `running' in `running water')) expressing action rather than a state of being (a)	a598e9d7-b7e7-404f-96e7-ff49f579ab21	active.a.11	positive	607	LONGINT	undefined
Hypomanic Personality Scale	48		CHAPHYPO1	I consider myself to be pretty much an average kind of person.	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	611	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO2	It would make me nervous to play the clown in front of other people.	shy: wary and distrustful; disposed to avoid persons or things (s)	55441394-4c44-495f-81b3-57a5b9db96e8	shy.s.03	positive	612	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO3	I am frequently so hyper that my friends kiddingly ask me what drug I'm taking.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	613	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO4	I think I would make a good nightclub comedian.	pleaser: a pleasing entertainer (n)	29e08a8d-75a4-445e-abc1-e790f7606fd7	pleaser.n.01	positive	614	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO5	Sometimes ideas and insights come to me so fast that I cannot express them all.	articulate: express or state clearly (v)	4721f894-ae9a-4113-ace0-920391b1c4f2	articulate.v.05	negative	615	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO6	When with groups of people, I usually prefer to let someone else be the center of attention.	shy: lacking self-confidence (a)	6d158102-fbd6-4eb3-a64b-e16bac65d8f8	diffident.a.02	positive	616	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO7	In unfamiliar surroundings, I am often so assertive and sociable that I  surprise myself.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	617	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO8	There are often times when I am so restless that it is impossible for me to sit still.	restless: ceaselessly in motion (s)	ad39e0b3-0a3f-42a6-87d0-156972e83010	restless.s.02	positive	618	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO9	Many people consider me to be amusing but kind of eccentric.	eccentric: conspicuously or grossly unconventional or unusual (s)	c1a36a9e-2188-4699-b56c-21379e1cd9d5	bizarre.s.01	positive	619	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO10	When I feel an emotion, I usually feel it with extreme intensity.	intense: possessing or displaying a distinctive feature to a heightened degree (a)	4cc50c78-8dc6-46c5-9450-4e599fe7b38f	intense.a.01	positive	620	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO11	I am frequently in such high spirits that I can't concentrate on any one thing for too long.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	621	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO12	I sometimes have felt that nothing can happen to me until I do what I am meant to do in life.	invincible: incapable of being overcome or subdued (s)	2bf4a131-1822-4b95-8dcc-371ef632c2d5	invincible.s.01	positive	622	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO13	People often come to me when they need a clever idea.	clever: mentally quick and resourceful (s)	ee8401ae-f065-4b5d-b8ac-2064c87838e5	apt.s.03	positive	623	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO14	I am no more self-aware than the majority of people.	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	624	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO15	I often feel excited and happy for no apparent reason.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	625	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO16	I can't imagine that anyone would ever write a book about my life.	narcissistic: characteristic of those having an inflated idea of their own importance (s)	4fe97289-313e-4116-ae7c-7a8593108b18	egotistic.s.01	negative	626	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO17	I am usually in an average sort of mood, not too high and not too low.	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	627	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO18	I often have moods where I feel so energetic and optimistic that I feel I  could outperform almost anyone at anything.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	628	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO19	I have such a wide range of interests that I often don't know what to do next.	eclectic: someone who selects according to the eclectic method (n)	96e5cf51-b1e8-4dfa-8c68-f260a1a134ce	eclectic.n.01	positive	629	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO20	There have often been times when I had such an excess of energy that I  felt little need to sleep at night.	nocturnal: belonging to or active during the night (a)	f095a78d-5c13-466b-ad74-695edbfcd1eb	nocturnal.a.01	positive	630	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO21	My moods do not seem to fluctuate any more than most people's do.	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	631	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO22	I very frequently get into moods where I wish I could be everywhere and do everything at once.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	632	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO23	I expect that someday I will succeed in several different professions.	grandiose: affectedly genteel (s)	27f71d57-dd40-4b9c-b841-bf9d3d2e6fb3	grandiose.s.02	positive	633	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO24	When I feel very excited and happy, I almost always know the reason why.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	negative	634	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO25	When I go to a gathering where I don't know anyone, it usually takes me a while to feel comfortable.	shy: wary and distrustful; disposed to avoid persons or things (s)	55441394-4c44-495f-81b3-57a5b9db96e8	shy.s.03	positive	635	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO26	I think I would make a good actor, because I can play many roles convincingly.	convincing: causing one to believe the truth of something (a)	09aa0edb-a6fd-4837-bcb6-c4e46441115a	convincing.a.01	positive	636	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO27	I like to have others think of me as a normal kind of person.	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	637	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO28	I frequently write down the thoughts and insights that come to me when I  am thinking especially creatively.	creative: having the ability or power to create (a)	0b988ed0-cf6f-4dff-9bba-b1235d74e2be	creative.a.01	positive	638	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO29	I have often persuaded groups of friends to do something really adventurous or crazy.	persuasive: intended or having the power to induce action or belief (a)	2cca7141-ecc7-4f4c-a997-4c3e4abd771b	persuasive.a.01	positive	639	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO30	I would really enjoy being a politician and hitting the campaign trail.	convincing: causing one to believe the truth of something (a)	09aa0edb-a6fd-4837-bcb6-c4e46441115a	convincing.a.01	positive	640	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO31	I can usually slow myself down when I want to.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	negative	641	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO32	I am considered to be kind of a hyper person.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	642	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO33	I often get so happy and energetic that I am almost giddy.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	643	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO34	There are so many fields I could succeed in that it seems a shame to have to pick one.	narcissistic: characteristic of those having an inflated idea of their own importance (s)	4fe97289-313e-4116-ae7c-7a8593108b18	egotistic.s.01	positive	644	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO35	I often get into moods where I feel like many of the rules of life don't apply to me.	law-abiding: (of individuals) adhering strictly to laws and rules and customs (s)	585c402b-266d-465a-82e5-3c16a34ca3e2	law-abiding.s.01	negative	645	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO37	I seem to be a person whose mood goes up and down easily.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	647	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO38	I frequently find that my thoughts are racing.	confusion: a mental state characterized by a lack of clear and orderly thought and behavior (n)	5cd8f1cb-4cd3-4c3b-9a56-f9d4f3de4524	confusion.n.02	positive	648	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO39	I am so good at controlling others that it sometimes scares me.	persuasive: intended or having the power to induce action or belief (a)	2cca7141-ecc7-4f4c-a997-4c3e4abd771b	persuasive.a.01	positive	649	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO40	At social gatherings, I am usually the life of the party.	shy: wary and distrustful; disposed to avoid persons or things (s)	55441394-4c44-495f-81b3-57a5b9db96e8	shy.s.03	negative	650	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO41	I do most of my best work during brief periods of intense inspiration.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	651	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO42	I seem to have an uncommon ability to persuade and inspire others.	persuasive: intended or having the power to induce action or belief (a)	2cca7141-ecc7-4f4c-a997-4c3e4abd771b	persuasive.a.01	positive	652	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO43	I have often been so excited about an involving project that I didn't care about eating or sleeping.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	653	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO44	I frequently get into moods where I feel very speeded-up and irritable.	irritable: easily irritated or annoyed (s)	f45d98bd-5259-432a-9b8b-432df989dbf6	cranky.s.02	positive	654	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO45	I have often felt happy and irritable at the same time.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	positive	655	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO46	I often get into excited moods where it's almost impossible for me to stop talking.	blurting: utter impulsively (v)	5c09c94e-7432-451b-847e-7acb08f16ecd	blurt_out.v.01	positive	656	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO47	I would rather be an ordinary success in life than a spectacular failure.	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	657	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO48	A hundred years after I'm dead, my achievements will probably have been forgotten.	narcissistic: characteristic of those having an inflated idea of their own importance (s)	4fe97289-313e-4116-ae7c-7a8593108b18	egotistic.s.01	negative	658	LONGINT	positive
Hypomanic Personality Scale	48		CHAPHYPO36	I find it easy to get others to become sexually interested in me.	horny: feeling great sexual desire (s)	61f399af-3d9e-41ec-97f5-1924aac577bb	aroused.s.04	positive	646	LONGINT	positive
Chapman Scales - Perceptual Aberrations	35		CHAPPER1	1. I sometimes have had the feeling that some parts of my body are not attached to the same person.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	680	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER2	2. Occasionally I have felt as though my body did not exist.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	681	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER3	3. Sometimes people whom I know well begin to look like strangers.	derealized:  (None)	79693dd3-5d91-4d70-8d3c-29bc15c14f60		positive	682	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER4	4. My hearing is sometimes so sensitive that ordinary sounds become uncomfortable.	sensitivity (sound):  (None)	c54a7a96-032a-41cb-8868-8c184a8ebe9c		positive	683	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER5	5. Often I have a day when indoor lights seem so bright that they bother my eyes.	sensitivity (light):  (None)	f5b81406-408c-4a1e-b7f7-7548ee9dcdbf		positive	684	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER6	6. My hands or feet have never seemed far away.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	negative	685	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER7	7. I have sometimes felt confused as to whether my body was really my own.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	686	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER8	8. Sometimes I have felt that I could not distinguish my body from other objects around me.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	687	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER9	9. I have felt that my body and another person's body were one and the same.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	688	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER10	10. I have felt that something outside my body was a part of my body.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	689	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER11	11. I sometimes have had the feeling that my body is abnormal.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	690	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER12	12. Now and then, when I look in the mirror, my face seems quite different than usual.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	691	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER13	13. I have never had the passing feeling that my arms or legs have become longer than usual.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	negative	692	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER14	14. I have sometimes felt that some part of my body no longer belongs to me.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	693	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER15	15. Sometimes when I look at things like tables and chairs, they seem strange.	derealized:  (None)	79693dd3-5d91-4d70-8d3c-29bc15c14f60		positive	694	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER16	16. I have felt as though my head or limbs were somehow not my own.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	695	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER17	17. Sometimes part of my body has seemed smaller than it usually is.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	696	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER18	18. I have sometimes had the feeling that my body is decaying inside.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	697	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER19	19. Occasionally it has seemed as if my body had taken on the appearance of another person's body.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	698	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER20	20. Ordinary colors sometimes seem much too bright to me.	sensitive: responsive to physical stimuli (a)	8a3e72de-f93a-4098-888e-4380262fb8c5	sensitive.a.01	positive	699	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER21	21. Sometimes I have had a passing thought that some part of my body was rotting away.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	700	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER22	22. I have sometimes had the feeling that one of my arms or legs is disconnected from the rest of my body.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	701	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER23	23. It has seemed at times as if my body was melting into my surroundings.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	702	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER24	24. I have never felt that my arms or legs have momentarily grown in size.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	negative	703	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER25	25. The boundaries of my body always seem clear.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	negative	704	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER26	26. Sometimes I have had feelings that I am united with an object near me.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	705	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER27	27. Sometimes I have had the feeling that a part of my body is larger than it usually is.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	706	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER28	28. I can remember when it seemed as though one of my limbs took on an unusual shape.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	707	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER35	35. For several days at a time I have had such a heightened awareness of sights and sounds that I cannot shut then out.	hypersensitive: having an allergy or peculiar or excessive susceptibility (especially to a specific factor) (s)	b539a38e-ff5d-417f-8cd5-0b6244d63bb8	allergic.s.02	positive	714	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER30	30. I have had the momentary feeling that the things I touch remain attached to my body.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	709	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER31	31. Sometimes I feel like everything around me is tilting.	derealized:  (None)	79693dd3-5d91-4d70-8d3c-29bc15c14f60		positive	710	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER32	32. I sometimes have to touch myself to make sure I'm still there.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	711	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER33	33. Parts of my body occasionally seem dead or unreal.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	712	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER34	34. At times I have wondered if my body was really my own.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	713	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	35		CHAPPER29	29. I have had the momentary feeling that my body has become misshapen.	depersonalization: emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness (n)	092f9201-8aab-49fc-9847-ebc60f37678e	depersonalization.n.01	positive	708	LONGINT	undefined
Chapman Scales - Social Anhedonia	40		CHAPSOC1	1. Having close friends is not as important as many people say.	"antisocial: shunning contact with others; just shy"" (s)"	309d8424-2418-4756-a1e1-96f15ee4b5c2	antisocial.s.01	positive	719	LONGINT	positive
Chapman Scales - Social Anhedonia	40		CHAPSOC2	2. I attach very little importance to having close friends.	isolated: being or feeling set or kept apart from others (s)	7b493181-851d-455b-a592-f859a3b42b87	detached.s.02	positive	720	LONGINT	positive
Chapman Scales - Social Anhedonia	40		CHAPSOC3	3. I prefer watching television to going out with other people.	aloof: remote in manner (s)	3cee33e8-61a0-49e2-a8a8-de14a46d6831	aloof.s.01	positive	721	LONGINT	positive
Chapman Scales - Social Anhedonia	40		CHAPSOC4	4. A car ride is much more enjoyable if someone is with me.	social: living together or enjoying life in communities or organized groups (a)	c0a6470b-77c9-4cda-a68d-ac0ff95c312f	social.a.02	positive	722	LONGINT	negative
Chapman Scales - Social Anhedonia	40		CHAPSOC5	5. I like to make long distance phone calls to friends and relatives.	social: marked by friendly companionship with others (s)	31bcc6fc-bf49-4a3a-bc8d-6e21ed510551	social.s.06	positive	723	LONGINT	negative
Chapman Scales - Social Anhedonia	40		CHAPSOC6	6. Playing with children is a real chore.	aloof: remote in manner (s)	3cee33e8-61a0-49e2-a8a8-de14a46d6831	aloof.s.01	positive	724	LONGINT	positive
Chapman Scales - Social Anhedonia	40		CHAPSOC7	7. I have always enjoyed looking at photographs of friends.	aloof: remote in manner (s)	3cee33e8-61a0-49e2-a8a8-de14a46d6831	aloof.s.01	positive	725	LONGINT	negative
